X,Y,waypointna,animalid,latitude,longitude,date,time,oldwaypoin,elevation,type,loc,visual,influenced,before_aft,totalmove,behavior,distobs,distburrow,distcover,plantsinfi,plant1,plant2,plant3,plant4,plant5,plant6,obs,season,Reproducti,indpresent,note,datum,post_note,totallocsa,recordedco,morning,late_morni,burrow_not,X_UTM12N,Y_UTM12N
511584.680063513,3523212.4214035,6.28.17.5838,102.000000,31.844554,-110.877559,2017/06/28,1899/12/30,,"1,048.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,0,0,"hackberry, grass",hackberry,grass,NA,NA,NA,NA,"AMB, ERS",J,NA,0.000000,picked up signal 10m away from burrow. Waited outside burrow but no visual,WGS84,,0.000000,0.000000,0.000000,0.000000,,511584.68006400001,3523212.42139999988
511915.804572667,3522337.70990254,6.29.17.3838,109.000000,31.836659,-110.874070,2017/06/29,1899/12/30,,"1,074.00",Telemetry,25.400000,0.000000,1,82,82,in burrow,NA,0,NA,"p. pear, mesquite, grass",prickly pear,mesquite,grass,NA,NA,NA,"AMB, ERS",J,NA,0.000000,"heard beeps south, gave up and started walking back to truck when we picked up her signal again about 82m from where we heard the first beeps. we were about 10m from where we picked up her signal again to the burrow she was in.",WGS84,,0.000000,0.000000,0.000000,0.000000,,511915.80457300000,3522337.70990000013
511516.695250852,3523174.00320601,6.30.17.5838,102.000000,31.844208,-110.878278,2017/06/30,1899/12/30,,"1,047.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,0,NA,"p. pear, mesquite, bush",prickly pear,mesquite,bush,NA,NA,NA,"AMB, KAS",J,NA,0.000000,super fresh feeding of p. pear fruit outside burrow. no visual,WGS84,,0.000000,0.000000,0.000000,0.000000,,511516.69525100000,3523174.00321000023
511962.68443541,3522301.92207291,6.30.17.3838,109.000000,31.836336,-110.873575,2017/06/30,1899/12/30,,"1,085.00",Telemetry,25.400000,0.000000,0,0,0,in burrow,NA,0,NA,"hackberry, grass",hackberry,grass,NA,NA,NA,NA,"AMB, KAS",J,NA,0.000000,only heard beeps when 10m away,WGS84,,0.000000,0.000000,0.000000,0.000000,,511962.68443500000,3522301.92206999986
511566.447911142,3523187.14042881,07.07.17.585,102.000000,31.844326,-110.877752,2017/07/07,1899/12/30,,"1,047.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"ADB, AMB",J,NA,0.000000,"in burrow, collar still works at 30m, full bars at 2%",WGS84,,0.000000,0.000000,0.000000,0.000000,,511566.44791100000,3523187.14043000014
511583.548868821,3523208.71363877,7.11.17.5838,102.000000,31.844521,-110.877571,2017/07/11,1899/12/30,,"1,048.00",Telemetry,21.000000,0.000000,0,NA,NA,in burrow,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,AMB,J,NA,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511583.54886899999,3523208.71364000021
511586.101585071,3523210.37911692,7.12.17.5838,102.000000,31.844536,-110.877544,2017/07/12,1899/12/30,,"1,047.00",Telemetry,21.000000,0.000000,0,NA,NA,in burrow,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,AMB,J,NA,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511586.10158500000,3523210.37912000017
511238.945022682,3522965.19791839,7.12.17.714,107.000000,31.842327,-110.881216,2017/07/12,1899/12/30,,"1,040.00",Telemetry,15.000000,0.000000,0,NA,NA,in burrow,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"AMB, KAS",J,NA,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511238.94502300001,3522965.19792000018
508775.042112698,3524168.84444666,7.12.17.614,105.000000,31.853208,-110.907246,2017/07/12,1899/12/30,,968,Telemetry,5.000000,0.000000,0,NA,NA,in burrow,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"AMB, KAS",J,1,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,508775.04211300000,3524168.84445000021
511248.321983506,3522956.15920632,07.20.17.714,107.000000,31.842245,-110.881117,2017/07/20,1899/12/30,,"1,046.00",Telemetry/visual,15.100000,1.000000,0,0,0,in burrow,20,0,0,prickly pear,prickly pear,NA,NA,NA,NA,NA,"ADB, AMB",J,NA,0.000000,Saw ind. Dive into burrow while AMB was trying to isolate signal. Then isolated her signal to a hole beneath a prickly pear- I think this is actually the next closest prickly pear (2m away from the prickly pear I thought the ind had dove into. So there m,WGS84,,0.000000,0.000000,0.000000,0.000000,,511248.32198399998,3522956.15921000019
508871.886202622,3524205.99698535,07.20.19.615,105.000000,31.853542,-110.906222,2017/07/20,1899/12/30,,976,Telemetry,6.000000,0.000000,0,0,0,in burrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADB, AMB",J,1,0.000000,forgot to note vegetation around burrow- but not underneath any plants.,WGS84,,0.000000,0.000000,0.000000,0.000000,,508871.88620299997,3524205.99698999990
508753.496919241,3524139.63523112,07.26.17.615.2,105.000000,31.852945,-110.907474,2017/07/26,1899/12/30,,974,Telemetry/visual,5.000000,1.000000,0,NA,NA,at burrow,25,0,1,"catclaw acacia, cholla, grass",catclaw acacia,cholla,grass,NA,NA,NA,"ADB, AMB",J,1,0.000000,"found sitting outside burrow, weint into burrow. Very fresh feeidng sign on pp nearby",WGS84,,0.000000,0.000000,0.000000,0.000000,,508753.49691900000,3524139.63523000013
508767.132729608,3524124.9217632,07.28.17.615,105.000000,31.852812,-110.907330,2017/07/28,1899/12/30,,971,Telemetry,5.000000,0.000000,0,NA,NA,in burrow,NA,0,0,"hackberry, mesquite",hackberry,mesquite,NA,NA,NA,NA,"KAS, AMB",J,1,0.000000,,WGS84,,2.000000,1.000000,0.000000,0.000000,AMB found her in this burrow once ~2 mo ago.,508767.13273000001,3524124.92175999982
511596.300870789,3523143.46211328,07.28.17.084.3,102.000000,31.843932,-110.877437,2017/07/28,1899/12/30,,"1,054.00",Telemetry,21.000000,0.000000,0,NA,NA,in burrow,NA,0,0.5,"prickly pear, mesquite, cholla",prickly pear,mesquite,cholla,NA,NA,NA,ADB,J,NA,0.000000,found her in burrow,WGS84,,0.000000,0.000000,0.000000,0.000000,,511596.30087099998,3523143.46211000020
508754.662018337,3524215.63258683,08.03.17.185,518.000000,31.853630,-110.907461,2017/08/03,1899/12/30,,966,Telemetry,4.000000,0.000000,0,NA,NA,in burrow,NA,0,0,"prickly pear, cholla, burroweed",prickly pear,cholla,burrow weed,NA,NA,NA,ADB,J,0,0.000000,burrow weed is bigger than other areas,WGS84,,0.000000,0.000000,0.000000,0.000000,,508754.66201799997,3524215.63259000005
508690.886987817,3524228.7717146,08.10.17.275,108.000000,31.853749,-110.908135,2017/08/10,1899/12/30,,963,Telemetry,3.500000,0.000000,0,0,0,in burrow,NA,0,NA,"cholla, prickly pear",cholla,prickly pear,NA,NA,NA,NA,AMB,J,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,508690.88698800001,3524228.77171000000
508749.932916919,3524214.27187482,08.10.17.185,518.000000,31.853618,-110.907511,2017/08/10,1899/12/30,,968,Telemetry,5.000000,0.000000,0,0,0,in burrow,NA,0,NA,"cholla, prickly pear, catclaw acacia?grass",cholla,prickly pear,catclaw acacia,grass,NA,NA,AMB,J,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,508749.93291700003,3524214.27186999982
508689.467519577,3524229.23493336,08.17.17.275,108.000000,31.853753,-110.908150,2017/08/17,1899/12/30,,964,Telemetry,5.000000,0.000000,0,0,0,in burrow,NA,0,NA,"prickly pear, cholla, grass",prickly pear,cholla,grass,NA,NA,NA,"AMB, BKM",NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,508689.46752000001,3524229.23492999980
511126.016275838,3523012.17866911,08.17.17.0514,101.000000,31.842752,-110.882409,2017/08/17,1899/12/30,,"1,044.00",Telemetry,14.000000,0.000000,0,0,0,in burrow,NA,0,0,"cholla, barrel cactus",cholla,barrel cactus,NA,NA,NA,NA,"AMB, BKM",NB,0,0.000000,,WGS84,,1.000000,1.000000,0.000000,1.000000,,511126.01627600001,3523012.17866999982
511513.358986477,3523196.08322573,08.17.17.085,102.000000,31.844407,-110.878313,2017/08/17,1899/12/30,,"1,049.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,0,0,prickly pear,prickly pear,NA,NA,NA,NA,NA,"AMB, BKM",NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511513.35898600001,3523196.08322999999
512057.753386406,3522325.05460834,08.17.17.034,103.000000,31.836543,-110.872570,2017/08/17,1899/12/30,,"1,074.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,NA,NA,prickly pear,prickly pear,NA,NA,NA,NA,NA,ADB,NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,512057.75338600000,3522325.05460999999
508754.669556683,3524206.78866631,08.25.17.185,518.000000,31.853550,-110.907461,2017/08/25,1899/12/30,,975,Telemetry,5.000000,0.000000,1,~12?,12,in burrow,NA,0,0,"prickly pear, mesquite, cholla, burroweed",prickly pear,mesquite,cholla,burrow weed,NA,NA,ADB,NB,0,0.000000,in burrow bneath pp and cholla. I think he was originally closer to the road and then ran into the burrow but I can't be sure.,WGS84,,0.000000,0.000000,0.000000,0.000000,,508754.66955699999,3524206.78867000015
511605.876030497,3523210.38259191,08.28.17.085,102.000000,31.844535,-110.877335,2017/08/28,1899/12/30,08.29.17.085,"1,046.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,0,NA,"mesquite, prickly pear, grasses",mesquite,prickly pear,grass,NA,NA,NA,ADB,NB,0,0.000000,"strong, full signal but don't see burrow hole",WGS84,,0.000000,0.000000,0.000000,0.000000,,511605.87602999998,3523210.38259000005
508862.737296248,3524173.77010328,08.28.17.685,106.000000,31.853252,-110.906319,2017/08/28,1899/12/30,,966,Telemetry/visual,0.000000,1.000000,0,5,5,run to burrow,2,5,5,"cholla, prickly pear, mesquite",cholla,prickly pear,mesquite,NA,NA,NA,ADB,NB,1,0.000000,"run btwn veg to burrow; got bars on her then saw her next to me bnth cholla, run to just outside burrow, vig, no visual on collar- think went in burrow when I app.",WGS84,,0.000000,0.000000,0.000000,0.000000,,508862.73729600001,3524173.77009999985
508736.911970221,3524284.84151566,08.28.17.275.2,108.000000,31.854255,-110.907648,2017/08/28,1899/12/30,,964,Telemetry,0.000000,1.000000,1,<10/30,40,run to burrow,15,NA,1,"barrel cactus, mesquite, grasses",barrel cactus,mesquite,grass,NA,NA,NA,ADB,NB,0,1.000000,"run btwn veg to burrow; next to .185- moving in same direction. She crossed rd to S",WGS84,no burrow within 10m… not sure where nearest burrow is…?,0.000000,0.000000,0.000000,0.000000,,508736.91197000002,3524284.84151999978
508773.015225989,3524215.87103556,08.30.17.185,518.000000,31.853632,-110.907267,2017/08/30,1899/12/30,,974,Telemetry,5.000000,0.000000,0,0,0,in burrow,NA,0,0,"ephedra, mesquite, cholla, burrowweed",ephedra,mesquite,cholla,burrow weed,NA,NA,BKM,NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,508773.01522599999,3524215.87104000011
512033.098257383,3522370.50220574,08.30.17.034,103.000000,31.836954,-110.872830,2017/08/30,1899/12/30,,"1,079.00",Telemetry/visual,25.000000,1.000000,0,0,0,in burrow,2,0,1,"hackberry, cholla, mesquite",hackberry,cholla,mesquite,NA,NA,NA,ADB,NB,0,0.000000,saw glimpse of tail go into burrow- isolated signal,WGS84,,0.000000,0.000000,0.000000,0.000000,,512033.09825699998,3522370.50221000006
508642.730241319,3524232.04741266,09.03.17.275,108.000000,31.853779,-110.908644,2017/09/03,1899/12/30,,962,Telemetry,4.000000,0.000000,1,70?,70,in burrow,NA,0,0,"cholla, mesquite, prickly pear",cholla,mesquite,prickly pear,NA,NA,NA,ADB,NB,0,0.000000,"in burrow where I usually find her, she was closer to rd originally, not exactly sure how far she moved. Fresh pp feeding nearby",WGS84,,0.000000,0.000000,0.000000,0.000000,,508642.73024100001,3524232.04741000012
511491.792416782,3523191.08901655,09.03.17.085,102.000000,31.844362,-110.878541,2017/09/03,1899/12/30,,"1,046.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,0,0,"mesquite, cholla",mesquite,cholla,NA,NA,NA,NA,ADB,NB,0,0.000000,no bars until at 3m,WGS84,,0.000000,0.000000,0.000000,0.000000,,511491.79241699999,3523191.08901999984
508825.537955972,3524196.27628558,09.07.17.685,106.000000,31.853455,-110.906712,2017/09/07,1899/12/30,,968,Telemetry,5.200000,0.000000,0,0,0,in burrow,NA,0,NA,"mesquite, grasses, ephedra, cholla",mesquite,grass,ephedra,cholla,NA,NA,ADB,NB,1,0.000000,Still using main mesquite burrow. Beeps at 10m,WGS84,,4.000000,2.000000,2.000000,0.000000,,508825.53795600001,3524196.27628999995
511204.672739292,3522984.44774731,09.07.17.396,507.000000,31.842501,-110.881578,2017/09/07,1899/12/30,,"1,043.00",Telemetry,15.150000,0.000000,0,0,0,in burrow,NA,0,NA,"catclaw acacia, prickly pear, grass, barrel",catclaw acacia,prickly pear,grass,barrel cactus,NA,NA,ADB,NB,0,0.000000,burrow right next to traps,WGS84,,0.000000,0.000000,0.000000,0.000000,,511204.67273900000,3522984.44774999982
512024.67704235,3522370.35379965,09.15.17.035,103.000000,31.836952,-110.872919,2017/09/15,1899/12/30,,"1,075.00",Telemetry,25.000000,0.000000,0,0,0,in burrow,NA,0,1,"hackberry, mesquite, cholla",hackberry,mesquite,cholla,NA,NA,NA,ADB,NB,0,0.000000,"in burrow, 1m from cover didn't pick up until w/in 5m- full bars",WGS84,,0.000000,0.000000,0.000000,0.000000,,512024.67704200000,3522370.35380000016
508773.86631436,3524216.29073793,09.15.17.185,518.000000,31.853636,-110.907258,2017/09/15,1899/12/30,,973,Telemetry,5.000000,0.000000,0,0,0,in burrow,NA,0,0,"ephedra, mesquite, cholla, prickly pear, burrowweed",ephedra,mesquite,cholla,prickly pear,burrow weed,NA,ADB,NB,0,0.000000,heard skips but not sure if actually moved or me swinging antenna. Wonder if other unmarked is in here too?,WGS84,,0.000000,0.000000,0.000000,0.000000,,508773.86631399998,3524216.29074000008
508764.792847385,3524206.1743791,09.16.17.185,518.000000,31.853545,-110.907354,2017/09/16,1899/12/30,,967,Telemetry,5.000000,0.000000,0,0,0,in burrow,NA,0,0,"prickly pear, cholla, burrowweed, mesquite",prickly pear,cholla,burrow weed,mesquite,NA,NA,ADB,NB,0,0.000000,different burrow than last night,WGS84,,0.000000,0.000000,0.000000,0.000000,,508764.79284700000,3524206.17438000022
511215.268452513,3522985.68630497,09.16.17.396,507.000000,31.842512,-110.881466,2017/09/16,1899/12/30,,"1,041.00",Telemetry,15.160000,0.000000,0,0,0,in burrow,NA,0,0,"catclaw acacia, prickly pear, grasses, mesquite",catclaw acacia,prickly pear,grass,mesquite,NA,NA,ADB,NB,0,0.000000,different burrow than last night,WGS84,,0.000000,0.000000,0.000000,0.000000,,511215.26845300000,3522985.68630000018
511556.994801529,3523263.81333292,09.16.17.085.2,102.000000,31.845018,-110.877851,2017/09/16,1899/12/30,,"1,034.00",Telemetry/visual,21.000000,1.000000,0,5,5,at burrow,5,0,0,"prickly pear, mesquite",prickly pear,mesquite,NA,NA,NA,NA,ADB,NB,0,0.000000,"vig at burrow; no ear tags",WGS84,,0.000000,0.000000,0.000000,0.000000,,511556.99480200000,3523263.81332999980
508772.359210646,3524208.58717604,09.18.17.185,518.000000,31.853567,-110.907274,2017/09/18,1899/12/30,,975,Telemetry,5.000000,0.000000,0,0,0,in burrow,NA,0,1,burrow weed,burrow weed,NA,NA,NA,NA,NA,ADB,NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,508772.35921099997,3524208.58717999980
511558.572102725,3523291.49185582,09.18.17.505,116.000000,31.845268,-110.877834,2017/09/18,1899/12/30,,"1,044.00",Telemetry,21.000000,0.000000,0,0,0,in burrow,NA,0,0,"hackberry, prickly pear, mesquite, grass",hackberry,prickly pear,mesquite,grass,NA,NA,ADB,NB,NA,1.000000,"Saw ind run down runway past burrow, no skips so I think unm here too",WGS84,,0.000000,0.000000,0.000000,0.000000,,511558.57210300001,3523291.49185999995
511596.262000728,3523177.9022697,09.18.17.085,102.000000,31.844242,-110.877437,2017/09/18,1899/12/30,,"1,048.00",Telemetry,21.500000,0.000000,0,0,0,in burrow,0,0,0,"prickly pear, mesquite, grass",prickly pear,mesquite,grass,NA,NA,NA,ADB,NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511596.26200100000,3523177.90226999996
512033.898025819,3522293.55034247,09.18.17.034,103.000000,31.836259,-110.872822,2017/09/18,1899/12/30,,"1,078.00",Telemetry,25.000000,0.000000,0,0,0,in burrow,0,0,0,"grass, cholla, mesquite, barrel cactus, prickly pear",grass,cholla,mesquite,barrel cactus,prickly pear,NA,ADB,NB,0,0.000000,"retook point in Dec, it was slightly off",WGS84,,0.000000,0.000000,0.000000,0.000000,,512033.89802600001,3522293.55034000007
511229.656846636,3522979.58808845,09.20.17.396,507.000000,31.842457,-110.881314,2017/09/20,1899/12/30,09.19.17.396,"1,046.00",Telemetry,15.160000,0.000000,NA,0,0,in burrow,NA,NA,NA,"prickly pear, grass, hackberry, mesquite, cholla, catclaw acacia",prickly pear,grass,hackberry,mesquite,cholla,catclaw acacia,ADB,NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511229.65684700001,3522979.58809000021
512083.381199442,3522337.7758726,09.22.17.034.2,103.000000,31.836658,-110.872299,2017/09/22,1899/12/30,,"1,075.00",Telemetry,25.000000,0.000000,1,10,10,in burrow,NA,0,0,"prikcly pear, burrow weed, grass, catclaw acacia, palo verde, mesquite",prickly pear,burrow weed,grass,catclaw acacia,palo verde,mesquite,ADB,NB,0,0.000000,found here 2 min later,WGS84,,0.000000,0.000000,0.000000,0.000000,,512083.38119900000,3522337.77587000001
511208.834123524,3522986.05059787,10.02.17.394,507.000000,31.842515,-110.881534,2017/10/02,1899/12/30,,"1,044.00",Telemetry,15.150000,0.000000,0,NA,NA,in burrow,NA,0,0,"catclaw, prickly pear, grass, mesquite",catclaw acacia,prickly pear,grass,mesquite,NA,NA,ADB,NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511208.83412399999,3522986.05060000019
511608.956681445,3523163.48856396,10.16.17.084,102.000000,31.844112,-110.877303,2017/10/16,1899/12/30,,"1,050.00",Telemetry,21.000000,1.000000,0,30,0,at burrow,10,0,0,"prickly pear, grass, cholla, mesquite, hackberry, palo verde",prickly pear,grass,cholla,mesquite,hackberry,palo verde,ADB,NB,0,0.000000,"run from burrow, btwn veg to pp, then run S 20m, then E oos",WGS84,,0.000000,0.000000,0.000000,0.000000,,511608.95668100001,3523163.48855999997
511223.22689582,3522975.93997128,10.19.17.396,507.000000,31.842424,-110.881382,2017/10/19,1899/12/30,10.19.17.396.2,"1,044.00",Telemetry,15.150000,0.000000,0,0,0,in burrow,NA,0,0,"prickly pear, cholla, mesquite, grass, hackberry",prickly pear,cholla,mesquite,grass,hackberry,NA,ADB,NB,1,0.000000,"Originally tracked him further East and lost signal, went back and retraced signal and found him in burrow…was probably here the whole time.",WGS84,,0.000000,0.000000,0.000000,0.000000,,511223.22689599998,3522975.93997000018
511570.501209319,3523116.56430818,11.03.17.084,102.000000,31.843689,-110.877710,2017/11/03,1899/12/30,,"1,050.00",Telemetry,21.500000,0.000000,NA,NA,NA,in burrow,NA,0,0,"prickly pear, grass, mesquite, burrwoweed",prickly pear,grass,mesquite,burrow weed,NA,NA,ADB,NB,0,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511570.50120900001,3523116.56430999981
511559.137266079,3523293.73145974,11.03.17.504,116.000000,31.845288,-110.877828,2017/11/03,1899/12/30,,"1,044.00",Telemetry,21.000000,0.000000,0,NA,NA,in burrow,NA,0,0,"mesquite, hackberry, pricky pear",mesquite,hackberry,prickly pear,NA,NA,NA,ADB,NB,NA,0.000000,"don't see hole… dead? Full bars, collar definitely here. No hole and no loose collar seen…",WGS84,,0.000000,0.000000,0.000000,0.000000,,511559.13726599998,3523293.73145999992
511295.616024962,3522969.27357418,11.04.17.754,521.000000,31.842363,-110.880617,2017/11/04,1899/12/30,,"1,045.00",Telemetry,15.150000,0.000000,0,NA,NA,in burrow,NA,0,0,"prickly pear, catclaw acacia, grass, mesquite",prickly pear,catclaw acacia,grass,mesquite,NA,NA,ADB,NB,1,0.000000,"full bars below pp, was probably in this area the entire night since I localized to right around here last night before giving up.",WGS84,,0.000000,0.000000,0.000000,0.000000,,511295.61602500000,3522969.27357000019
512164.05345678,3522532.19110837,11.08.17.325,118.000000,31.838411,-110.871444,2017/11/08,1899/12/30,,"1,078.00",Telemetry,25.000000,0.000000,NA,NA,NA,in burrow,NA,0,0,"cholla, prickly pear, mesquite, grass",cholla,prickly pear,mesquite,grass,NA,NA,ADB,NB,NA,0.000000,pack rat midden….in hole (checked w/out antenna),WGS84,,0.000000,0.000000,0.000000,0.000000,,512164.05345700000,3522532.19111000001
511598.440238685,3523176.04594175,11.08.17.084.3,102.000000,31.844226,-110.877414,2017/11/08,1899/12/30,,"1,044.00",Telemetry,21.500000,0.000000,NA,NA,NA,in burrow,NA,0,0,"prickly pear, mesquite, grass",prickly pear,mesquite,grass,NA,NA,NA,ADB,NB,0,0.000000,in her recent usual spot in burrow.,WGS84,,0.000000,0.000000,0.000000,0.000000,,511598.44023900002,3523176.04594000010
511173.230074504,3523011.97829404,11.19.17.754,521.000000,31.842750,-110.881910,2017/11/19,1899/12/30,,"1,036.00",Telemetry,0.000000,0.000000,1,5,5,in burrow,NA,0,0,"prickly pear, hackberry, grass",prickly pear,hackberry,grass,NA,NA,NA,ADB,M,1,0.000000,"on N side of rd, very close when Ipulled up in car. No visual but saw Peromyscus run from burrow to midden. .754 is now in that burrow- same one that 101 collar is in.",WGS84,,0.000000,0.000000,0.000000,0.000000,,511173.23007500003,3523011.97829000000
511558.172086113,3523310.65785963,11.19.17.504.2,116.000000,31.845441,-110.877838,2017/11/19,1899/12/30,,"1,033.00",Telemetry,0.000000,0.000000,NA,NA,NA,in burrow,NA,0,0,"prickly pear, grass, mesquite, hackberry",prickly pear,grass,mesquite,hackberry,NA,NA,ADB,M,NA,0.000000,"not totally convinced she's asleep, she may have moved before I got here",WGS84,,0.000000,0.000000,0.000000,0.000000,,511558.17208599998,3523310.65786000015
511244.062123092,3522958.07761694,11.19.17.754.2,521.000000,31.842263,-110.881162,2017/11/19,1899/12/30,,"1,043.00",Telemetry,0.000000,0.000000,NA,NA,NA,in burrow,NA,0,0,"prickly pear, catclaw acacia, cholla, palo verde, grass",prickly pear,catclaw acacia,cholla,palo verde,grass,NA,ADB,M,1,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511244.06212299998,3522958.07762000011
511189.349879583,3523066.70754247,11.22.17.754,521.000000,31.843243,-110.881739,2017/11/22,1899/12/30,,"1,043.00",Telemetry,0.000000,0.000000,NA,NA,NA,in burrow,NA,0,0,"prickly pear, burrow weed, mesquite, palo verde, grass",prickly pear,burrow weed,mesquite,palo verde,grass,NA,ADB,M,1,0.000000,,WGS84,,0.000000,0.000000,0.000000,0.000000,,511189.34987999999,3523066.70753999986
511234.029939927,3522960.6314801,11.27.17.124.2,507.000000,31.842286,-110.881268,2017/11/27,1899/12/30,,"1,044.00",Telemetry/visual,15.000000,1.000000,1,12-May,17,at burrow,10,0,0,"prickly pear, catclaw acacia, grass, hackberry",prickly pear,catclaw acacia,grass,hackberry,NA,NA,ADB,M,1,0.000000,"a couple skips as I app him w/ full bars, isolate him to pack rat midden. While taking point he runs N across bare grnd oos into cc/mesq bush clump",WGS84,,0.000000,0.000000,0.000000,0.000000,,511234.02993999998,3522960.63147999998
511290.366139207,3523011.10323339,11.28.17.124.2,507.000000,31.842741,-110.880672,2017/11/28,1899/12/30,,"1,072.00",Telemetry,15.000000,0.000000,0,NA,NA,in burrow,NA,0,0,"prickly pear, mesquie, unk. Woody",prickly pear,mesquite,unkwn woody,NA,NA,NA,ADB,M,1,0.000000,at sunset,WGS84,,0.000000,0.000000,0.000000,0.000000,,511290.36613899999,3523011.10323000001
511290.75623208,3523000.5217722,11.29.17.124,507.000000,31.842645,-110.880668,2017/11/29,1899/12/30,,"1,042.00",Telemetry,0.000000,0.000000,0,0,0,in burrow,NA,0,0,"prickly pear, mesquite, grass, unknown woody",prickly pear,mesquite,grass,unkwn woody,NA,NA,ADB,M,1,0.000000,same burrow as last night,WGS84,,0.000000,0.000000,0.000000,0.000000,,511290.75623200001,3523000.52176999999
511289.374711818,3522966.18314788,11.29.17.124.2,507.000000,31.842335,-110.880683,2017/11/29,1899/12/30,,"1,044.00",Telemetry/visual,0.000000,1.000000,1,20,20,in burrow,NA,0,0,"prickly pear, catclaw acacia, grass, mesquite",prickly pear,catclaw acacia,grass,mesquite,NA,NA,ADB,M,1,0.000000,"I scared him (pretty sure he was my visual), he ran here.",WGS84,,0.000000,0.000000,0.000000,0.000000,,511289.37471200002,3522966.18314999994
511174.641689676,3523018.99488921,12.09.17.124,507.000000,31.842813,-110.881895,2017/12/09,1899/12/30,,"1,045.00",Telemetry,0.000000,0.000000,0,NA,NA,in burrow,NA,0,0,"prickly pear (dying), dead barrel, mesquite",prickly pear (dying),dead barrel,mesquite,NA,NA,NA,ADB,M,1,0.000000,"only 1ish prominent hole, not clearly a burrow",WGS84,,0.000000,0.000000,0.000000,0.000000,,511174.64169000002,3523018.99489000021
